GP,Driver,Stint,Compound,StintLength,FreshTyre
Spanish Grand Prix,ALO,3,HARD,22,0
Spanish Grand Prix,BOT,1,SOFT,5,1
Spanish Grand Prix,BOT,2,HARD,34,1
Spanish Grand Prix,BOT,3,HARD,26,1
Spanish Grand Prix,DEV,1,SOFT,9,1
Spanish Grand Prix,DEV,2,HARD,29,1
Spanish Grand Prix,DEV,3,MEDIUM,27,1
Spanish Grand Prix,GAS,1,SOFT,22,0
Spanish Grand Prix,GAS,2,MEDIUM,20,1
Spanish Grand Prix,GAS,3,HARD,27,1
Spanish Grand Prix,HAM,1,SOFT,27,0
Spanish Grand Prix,HAM,2,MEDIUM,26,1
Spanish Grand Prix,HAM,3,SOFT,19,0
Spanish Grand Prix,HUL,1,SOFT,11,0
Spanish Grand Prix,HUL,2,MEDIUM,18,1
Spanish Grand Prix,HUL,3,HARD,17,1
Spanish Grand Prix,HUL,4,MEDIUM,22,1
Spanish Grand Prix,LEC,1,HARD,16,1
Spanish Grand Prix,LEC,2,SOFT,25,1
Spanish Grand Prix,LEC,3,HARD,50,0
Spanish Grand Prix,MAG,1,SOFT,10,1
Spanish Grand Prix,MAG,2,MEDIUM,14,1
Spanish Grand Prix,MAG,3,HARD,18,1
Spanish Grand Prix,MAG,4,MEDIUM,23,1
Spanish Grand Prix,NOR,1,SOFT,3,0
Spanish Grand Prix,NOR,2,HARD,21,1
Spanish Grand Prix,NOR,3,MEDIUM,28,1
Spanish Grand Prix,NOR,4,SOFT,18,0
Spanish Grand Prix,OCO,1,SOFT,16,0
Spanish Grand Prix,OCO,2,MEDIUM,22,1
Spanish Grand Prix,OCO,3,HARD,31,1
Spanish Grand Prix,PER,1,MEDIUM,27,1
Spanish Grand Prix,PER,2,HARD,23,1
Spanish Grand Prix,PER,3,SOFT,16,1
Spanish Grand Prix,PIA,1,SOFT,19,0
Spanish Grand Prix,PIA,2,HARD,22,1
Spanish Grand Prix,PIA,3,MEDIUM,26,1
Spanish Grand Prix,RUS,1,SOFT,25,1
Spanish Grand Prix,RUS,2,MEDIUM,20,1
Spanish Grand Prix,RUS,3,SOFT,24,0
Spanish Grand Prix,SAI,1,SOFT,18,0
Spanish Grand Prix,SAI,2,MEDIUM,26,1
Spanish Grand Prix,SAI,3,HARD,25,1
Spanish Grand Prix,SAR,1,MEDIUM,17,1
Spanish Grand Prix,SAR,2,HARD,19,1
Spanish Grand Prix,SAR,3,HARD,29,1
Spanish Grand Prix,STR,1,SOFT,17,0
Spanish Grand Prix,STR,2,SOFT,23,0
Spanish Grand Prix,STR,3,HARD,32,0
Spanish Grand Prix,TSU,1,SOFT,10,1
Spanish Grand Prix,TSU,2,HARD,24,1
Spanish Grand Prix,TSU,3,MEDIUM,32,1
Spanish Grand Prix,VER,1,MEDIUM,26,1
Spanish Grand Prix,VER,2,HARD,26,1
Spanish Grand Prix,VER,3,SOFT,16,0
Spanish Grand Prix,ZHO,1,SOFT,9,1
Spanish Grand Prix,ZHO,2,HARD,27,1
Spanish Grand Prix,ZHO,3,HARD,30,1
São Paulo Grand Prix,ALB,1,MEDIUM,16,1
São Paulo Grand Prix,ALB,2,HARD,34,1
São Paulo Grand Prix,ALO,2,HARD,26,0
São Paulo Grand Prix,ALO,3,HARD,24,0
São Paulo Grand Prix,BOT,2,HARD,23,1
São Paulo Grand Prix,BOT,3,MEDIUM,26,1
São Paulo Grand Prix,GAS,1,MEDIUM,17,1
São Paulo Grand Prix,GAS,2,HARD,33,1
São Paulo Grand Prix,HAM,1,HARD,17,0
São Paulo Grand Prix,HAM,2,MEDIUM,9,0
São Paulo Grand Prix,HAM,3,HARD,24,1
São Paulo Grand Prix,HUL,1,MEDIUM,12,1
São Paulo Grand Prix,HUL,2,HARD,14,1
São Paulo Grand Prix,HUL,3,HARD,19,1
São Paulo Grand Prix,LEC,1,MEDIUM,21,1
São Paulo Grand Prix,LEC,2,HARD,29,1
São Paulo Grand Prix,MAG,1,MEDIUM,14,1
São Paulo Grand Prix,MAG,2,HARD,12,1
São Paulo Grand Prix,MAG,3,HARD,24,1
São Paulo Grand Prix,NOR,1,MEDIUM,3,0
São Paulo Grand Prix,OCO,1,MEDIUM,20,1
São Paulo Grand Prix,OCO,2,HARD,30,1
São Paulo Grand Prix,PER,1,MEDIUM,1,1
São Paulo Grand Prix,PER,2,HARD,25,1
São Paulo Grand Prix,PER,3,HARD,24,1
São Paulo Grand Prix,PIA,1,HARD,17,0
São Paulo Grand Prix,PIA,2,HARD,28,0
São Paulo Grand Prix,PIA,3,MEDIUM,8,0
São Paulo Grand Prix,RIC,1,MEDIUM,17,1
São Paulo Grand Prix,RIC,2,HARD,33,0
São Paulo Grand Prix,RUS,1,MEDIUM,15,1
São Paulo Grand Prix,RUS,2,HARD,11,1
São Paulo Grand Prix,RUS,3,HARD,24,1
São Paulo Grand Prix,SAI,1,MEDIUM,3,1
São Paulo Grand Prix,SAI,2,HARD,23,1
São Paulo Grand Prix,SAI,3,HARD,24,1
São Paulo Grand Prix,SAR,1,MEDIUM,15,1
São Paulo Grand Prix,SAR,2,HARD,35,1
São Paulo Grand Prix,STR,1,SOFT,7,0
São Paulo Grand Prix,STR,2,HARD,24,0
São Paulo Grand Prix,STR,3,HARD,24,0
São Paulo Grand Prix,TSU,1,SOFT,10,1
São Paulo Grand Prix,TSU,2,MEDIUM,11,1
São Paulo Grand Prix,TSU,3,HARD,25,1
São Paulo Grand Prix,VER,1,MEDIUM,16,1
São Paulo Grand Prix,VER,2,HARD,10,1
São Paulo Grand Prix,VER,3,HARD,24,1
São Paulo Grand Prix,ZHO,1,HARD,26,1
São Paulo Grand Prix,ZHO,2,MEDIUM,24,1
United States Grand Prix,ALB,1,MEDIUM,13,0
United States Grand Prix,ALB,2,HARD,19,1
United States Grand Prix,ALB,3,MEDIUM,33,0
United States Grand Prix,ALO,1,MEDIUM,19,0
United States Grand Prix,ALO,2,MEDIUM,23,1
United States Grand Prix,ALO,3,HARD,7,1
United States Grand Prix,BOT,1,MEDIUM,10,1
United States Grand Prix,BOT,2,HARD,18,1
United States Grand Prix,BOT,3,HARD,28,1
United States Grand Prix,GAS,1,MEDIUM,18,1
United States Grand Prix,GAS,2,MEDIUM,19,1
United States Grand Prix,GAS,3,HARD,19,1
United States Grand Prix,HAM,1,MEDIUM,20,1
United States Grand Prix,HAM,2,HARD,18,1
United States Grand Prix,HAM,3,MEDIUM,18,1
United States Grand Prix,HUL,1,HARD,19,1
United States Grand Prix,HUL,2,MEDIUM,15,1
United States Grand Prix,HUL,3,MEDIUM,28,0
United States Grand Prix,LEC,1,MEDIUM,23,1
United States Grand Prix,LEC,2,HARD,33,1
United States Grand Prix,MAG,1,MEDIUM,10,1
United States Grand Prix,MAG,2,HARD,19,1
United States Grand Prix,MAG,3,MEDIUM,26,1
United States Grand Prix,NOR,1,MEDIUM,17,1
United States Grand Prix,NOR,2,HARD,17,1
United States Grand Prix,NOR,3,HARD,22,1
United States Grand Prix,OCO,1,MEDIUM,6,1
United States Grand Prix,PER,1,MEDIUM,17,1
United States Grand Prix,PER,2,MEDIUM,20,1
United States Grand Prix,PER,3,HARD,19,1
United States Grand Prix,PIA,1,MEDIUM,10,1
United States Grand Prix,RIC,1,MEDIUM,22,1
United States Grand Prix,RIC,2,HARD,25,1
United States Grand Prix,RIC,3,SOFT,8,1
United States Grand Prix,RUS,1,MEDIUM,21,1
United States Grand Prix,RUS,2,HARD,18,1
United States Grand Prix,RUS,3,MEDIUM,17,1
United States Grand Prix,SAI,1,MEDIUM,17,1
United States Grand Prix,SAI,2,MEDIUM,18,1
United States Grand Prix,SAI,3,HARD,21,1
United States Grand Prix,SAR,1,MEDIUM,11,1
United States Grand Prix,SAR,2,HARD,21,1
United States Grand Prix,SAR,3,MEDIUM,24,1
United States Grand Prix,STR,1,HARD,20,1
United States Grand Prix,STR,2,MEDIUM,20,0
United States Grand Prix,STR,3,MEDIUM,16,1
United States Grand Prix,TSU,1,MEDIUM,17,1
United States Grand Prix,TSU,2,HARD,17,1
United States Grand Prix,TSU,3,MEDIUM,20,1
United States Grand Prix,TSU,4,SOFT,2,1
United States Grand Prix,VER,1,MEDIUM,16,1
United States Grand Prix,VER,2,MEDIUM,19,1
United States Grand Prix,VER,3,HARD,21,1
United States Grand Prix,ZHO,1,MEDIUM,9,1
United States Grand Prix,ZHO,2,HARD,18,1
United States Grand Prix,ZHO,3,HARD,28,1
